CustomerID,Cohort,Y2016Q1,Y2016Q2,Y2016Q3,Y2016Q4,Y2017Q1,Y2017Q2,Y2017Q3,Y2017Q4,Y2018Q1,Y2018Q2,Y2018Q3,Y2018Q4,Y2019Q1,Y2019Q2,Y2019Q3,Y2019Q4
267,pre_y2016,0,0,0,0,0,0,0,0,0,0,0,0,124.06,0,0,0
268,pre_y2016,0,0,0,0,0,42,0,0,0,0,130.2,0,0,0,0,149.4
269,pre_y2016,53.96,0,0,50.4,0,0,0,172.2,0,41.99,0,0,0,0,0,100.8
270,pre_y2016,0,0,0,0,0,0,0,0,0,0,231.54,0,0,0,0,70.79
271,pre_y2016,32.98,0,120.67,0,42.48,129.35,0,37.72,0,101.23,0,101.45,0,125.7,0,0
272,pre_y2016,136.73,0,0,71.96,194.96,57.6,0,0,0,0,0,0,0,0,0,0
273,pre_y2016,0,55.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,pre_y2016,0,0,0,0,0,0,0,41.98,0,0,0,0,0,0,0,0
275,pre_y2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.91,0
276,pre_y2016,31.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,pre_y2016,53.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,pre_y2016,0,21.59,0,0,0,0,134.4,0,0,90,84,60,63.71,0,41.99,52.16
279,pre_y2016,16.2,200.26,233.99,596.12,63.13,372.88,63,100.8,35.99,0,0,54,14.4,0,0,368.39
280,pre_y2016,12,0,0,91.19,45.59,30.59,0,332.34,153.17,0,0,219.14,35.99,136.64,0,429.95
281,pre_y2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.92
282,pre_y2016,206.1,134.57,35.99,0,192.42,23.99,0,0,0,0,0,0,0,88.49,0,0
283,pre_y2016,0,218.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,pre_y2016,0,0,0,438.48,0,0,0,0,0,0,0,0,0,0,0,0
285,pre_y2016,0,0,12,12.85,0,14.4,0,0,0,62.39,16.19,0,0,0,12,12.96
286,pre_y2016,0,0,0,0,0,26.99,0,48,0,0,0,0,0,0,77.39,95.03
287,pre_y2016,0,119.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,pre_y2016,0,0,0,54,0,0,0,0,0,0,0,463.96,253.14,290.39,163.8,507
289,pre_y2016,0,0,0,0,0,0,0,0,0,58.8,0,0,0,0,0,0
290,pre_y2016,0,0,0,0,0,0,0,0,0,0,0,603,0,0,0,0
291,pre_y2016,197.78,0,0,0,0,0,0,0,0,0,0,30.67,0,0,0,79.56
